Time (s),I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
1.272,0.068,0.005,-0.063,-0.034,0.063,-0.029,0.102,0.22,0.088,-0.093,-0.205,-0.039
1.274,0.054,-0.005,-0.059,-0.024,0.054,-0.034,0.107,0.22,0.083,-0.093,-0.195,-0.034
1.276,0.049,0.0,-0.049,-0.024,0.049,-0.024,0.117,0.22,0.073,-0.088,-0.19,-0.034
1.278,0.049,0.01,-0.039,-0.029,0.044,-0.015,0.122,0.22,0.059,-0.088,-0.19,-0.024
1.28,0.039,0.01,-0.029,-0.024,0.034,-0.01,0.122,0.229,0.044,-0.093,-0.181,-0.034
1.282,0.039,0.005,-0.034,-0.02,0.034,-0.015,0.122,0.234,0.044,-0.093,-0.185,-0.034
1.284,0.059,0.0,-0.059,-0.029,0.059,-0.029,0.122,0.234,0.054,-0.098,-0.185,-0.034
1.286,0.063,0.01,-0.054,-0.034,0.059,-0.024,0.122,0.239,0.073,-0.112,-0.185,-0.034
1.288,0.059,0.0,-0.059,-0.029,0.059,-0.029,0.137,0.259,0.068,-0.107,-0.181,-0.029
1.29,0.044,-0.005,-0.049,-0.02,0.044,-0.029,0.146,0.259,0.068,-0.102,-0.166,-0.02
1.292,0.039,-0.005,-0.044,-0.015,0.039,-0.024,0.151,0.264,0.073,-0.093,-0.146,-0.01
1.294,0.029,-0.005,-0.034,-0.01,0.029,-0.02,0.156,0.264,0.073,-0.078,-0.137,-0.005
1.296,0.034,0.005,-0.029,-0.02,0.029,-0.015,0.151,0.254,0.049,-0.088,-0.137,-0.01
1.298,0.039,0.015,-0.024,-0.024,0.029,-0.005,0.146,0.254,0.044,-0.093,-0.146,-0.005
1.3,0.044,0.024,-0.02,-0.034,0.029,0.0,0.151,0.259,0.059,-0.102,-0.137,-0.005
1.302,0.049,0.034,-0.015,-0.039,0.029,0.01,0.151,0.264,0.068,-0.107,-0.137,-0.005
1.304,0.049,0.039,-0.01,-0.044,0.029,0.015,0.161,0.278,0.068,-0.112,-0.117,0.0
1.306,0.044,0.039,-0.005,-0.039,0.024,0.015,0.156,0.288,0.068,-0.112,-0.117,0.0
1.308,0.039,0.044,0.005,-0.039,0.015,0.024,0.156,0.293,0.073,-0.102,-0.117,-0.015
1.31,0.039,0.044,0.005,-0.039,0.015,0.024,0.166,0.298,0.068,-0.093,-0.117,-0.015
1.312,0.044,0.039,-0.005,-0.039,0.024,0.015,0.171,0.303,0.063,-0.107,-0.102,-0.015
1.314,0.054,0.039,-0.015,-0.044,0.034,0.01,0.176,0.303,0.059,-0.117,-0.102,-0.01
1.316,0.059,0.034,-0.024,-0.044,0.039,0.005,0.181,0.307,0.054,-0.122,-0.088,-0.005
1.318,0.063,0.034,-0.029,-0.049,0.044,0.0,0.19,0.312,0.063,-0.127,-0.098,-0.005
1.32,0.063,0.034,-0.029,-0.049,0.044,0.0,0.181,0.312,0.068,-0.132,-0.093,-0.015
1.322,0.078,0.024,-0.054,-0.049,0.063,-0.015,0.19,0.317,0.068,-0.127,-0.093,-0.005
1.324,0.088,0.024,-0.063,-0.054,0.073,-0.02,0.185,0.327,0.078,-0.122,-0.088,-0.005
1.326,0.073,0.029,-0.044,-0.049,0.059,-0.01,0.181,0.332,0.068,-0.127,-0.088,-0.005
1.328,0.059,0.024,-0.034,-0.039,0.044,-0.005,0.185,0.351,0.078,-0.117,-0.078,0.0
1.33,0.059,0.029,-0.029,-0.044,0.044,0.0,0.19,0.361,0.078,-0.112,-0.068,0.0
1.332,0.059,0.034,-0.024,-0.044,0.039,0.005,0.195,0.366,0.088,-0.093,-0.063,0.0
1.334,0.063,0.029,-0.034,-0.044,0.049,-0.005,0.205,0.371,0.102,-0.088,-0.054,0.0
1.336,0.063,0.034,-0.029,-0.049,0.044,0.0,0.215,0.386,0.112,-0.088,-0.039,-0.005
1.338,0.063,0.034,-0.029,-0.049,0.044,0.0,0.22,0.395,0.117,-0.098,-0.034,-0.005
1.34,0.049,0.039,-0.01,-0.044,0.029,0.015,0.224,0.405,0.112,-0.093,-0.029,-0.005
1.342,0.039,0.049,0.01,-0.044,0.015,0.029,0.224,0.415,0.117,-0.088,-0.015,-0.005
1.344,0.039,0.039,0.0,-0.039,0.02,0.02,0.229,0.425,0.127,-0.093,-0.005,0.0
1.346,0.039,0.034,-0.005,-0.034,0.02,0.015,0.239,0.444,0.146,-0.093,-0.01,0.0
1.348,0.029,0.034,0.005,-0.029,0.01,0.02,0.244,0.459,0.151,-0.093,-0.01,0.0
1.35,0.029,0.024,-0.005,-0.024,0.015,0.01,0.249,0.459,0.151,-0.088,0.0,0.0
1.352,0.039,0.02,-0.02,-0.029,0.029,0.0,0.259,0.473,0.166,-0.093,0.01,-0.01
1.354,0.034,0.044,0.01,-0.039,0.01,0.024,0.264,0.498,0.171,-0.083,0.015,-0.01
1.356,0.039,0.049,0.01,-0.044,0.015,0.029,0.278,0.522,0.181,-0.063,0.024,-0.01
1.358,0.034,0.054,0.02,-0.044,0.005,0.034,0.283,0.542,0.185,-0.063,0.024,-0.01
1.36,0.054,0.059,0.005,-0.054,0.024,0.029,0.283,0.551,0.19,-0.078,0.034,-0.01
1.362,0.054,0.063,0.01,-0.059,0.02,0.034,0.288,0.561,0.195,-0.073,0.034,-0.015
1.364,0.054,0.063,0.01,-0.059,0.02,0.034,0.288,0.566,0.2,-0.059,0.039,-0.02
1.366,0.063,0.063,0.0,-0.063,0.029,0.029,0.303,0.581,0.215,-0.059,0.044,-0.02
1.368,0.059,0.059,0.0,-0.059,0.029,0.029,0.312,0.615,0.22,-0.063,0.049,-0.01
1.37,0.068,0.054,-0.015,-0.059,0.039,0.02,0.327,0.634,0.234,-0.059,0.063,-0.005
1.372,0.054,0.049,-0.005,-0.049,0.029,0.02,0.337,0.664,0.259,-0.034,0.078,-0.005
1.374,0.029,0.054,0.024,-0.039,0.0,0.039,0.351,0.678,0.278,-0.024,0.083,-0.005
1.376,0.039,0.059,0.02,-0.049,0.01,0.039,0.376,0.712,0.303,-0.02,0.098,-0.015
1.378,0.039,0.063,0.024,-0.049,0.005,0.044,0.381,0.732,0.307,-0.02,0.112,-0.015
1.38,0.044,0.068,0.024,-0.054,0.01,0.044,0.39,0.756,0.322,-0.02,0.122,-0.015
1.382,0.059,0.073,0.015,-0.063,0.02,0.044,0.4,0.791,0.342,-0.01,0.122,-0.015
1.384,0.044,0.083,0.039,-0.063,0.0,0.059,0.42,0.815,0.361,-0.005,0.122,-0.015
1.386,0.034,0.083,0.049,-0.059,-0.01,0.063,0.434,0.834,0.381,0.005,0.137,-0.015
1.388,0.029,0.083,0.054,-0.054,-0.015,0.068,0.449,0.854,0.4,0.015,0.146,-0.024
1.39,0.015,0.073,0.059,-0.044,-0.024,0.063,0.459,0.874,0.405,0.029,0.151,-0.024
1.392,0.034,0.083,0.049,-0.059,-0.01,0.063,0.464,0.893,0.4,0.029,0.161,-0.034
1.394,0.034,0.083,0.049,-0.059,-0.01,0.063,0.473,0.913,0.42,0.029,0.166,-0.034
1.396,0.029,0.093,0.063,-0.059,-0.02,0.078,0.483,0.932,0.439,0.034,0.171,-0.029
1.398,0.029,0.093,0.063,-0.059,-0.02,0.078,0.498,0.952,0.454,0.044,0.181,-0.029
1.4,0.02,0.093,0.073,-0.054,-0.029,0.083,0.508,0.971,0.464,0.049,0.185,-0.029
1.402,0.02,0.098,0.078,-0.059,-0.029,0.088,0.517,0.986,0.478,0.049,0.19,-0.034
1.404,0.02,0.098,0.078,-0.059,-0.029,0.088,0.522,1.0,0.488,0.044,0.195,-0.039
1.406,0.024,0.107,0.083,-0.063,-0.029,0.093,0.537,1.01,0.498,0.039,0.2,-0.049
1.408,0.034,0.112,0.078,-0.073,-0.024,0.093,0.547,1.025,0.483,0.034,0.195,-0.059
1.41,0.015,0.112,0.098,-0.063,-0.044,0.102,0.556,1.03,0.493,0.049,0.205,-0.059
1.412,-0.005,0.112,0.117,-0.054,-0.063,0.112,0.571,1.039,0.512,0.049,0.21,-0.059
1.414,-0.01,0.117,0.127,-0.054,-0.068,0.122,0.581,1.039,0.532,0.044,0.21,-0.054
1.416,-0.039,0.117,0.156,-0.039,-0.098,0.137,0.586,1.049,0.532,0.044,0.215,-0.049
1.418,-0.049,0.112,0.161,-0.029,-0.107,0.137,0.59,1.054,0.527,0.044,0.215,-0.044
1.42,-0.049,0.112,0.161,-0.029,-0.107,0.137,0.59,1.059,0.517,0.054,0.22,-0.039
1.422,-0.059,0.112,0.171,-0.024,-0.117,0.142,0.59,1.059,0.503,0.054,0.229,-0.039
1.424,-0.039,0.117,0.156,-0.039,-0.098,0.137,0.581,1.049,0.498,0.034,0.239,-0.049
1.426,-0.034,0.132,0.166,-0.049,-0.102,0.146,0.581,1.039,0.478,0.029,0.224,-0.059
1.428,-0.034,0.137,0.171,-0.049,-0.102,0.151,0.576,1.02,0.473,0.0,0.21,-0.078
1.43,-0.034,0.142,0.176,-0.054,-0.107,0.156,0.576,0.991,0.459,-0.02,0.205,-0.088
1.432,-0.02,0.132,0.151,-0.054,-0.088,0.142,0.566,0.976,0.439,-0.034,0.21,-0.083
1.434,-0.01,0.142,0.151,-0.063,-0.083,0.146,0.561,0.952,0.425,-0.039,0.205,-0.083
1.436,-0.005,0.142,0.146,-0.068,-0.078,0.142,0.556,0.922,0.395,-0.044,0.2,-0.083
1.438,-0.02,0.142,0.161,-0.059,-0.093,0.151,0.551,0.888,0.361,-0.059,0.195,-0.083
1.44,-0.01,0.151,0.161,-0.068,-0.088,0.156,0.542,0.854,0.317,-0.083,0.19,-0.098
1.442,-0.005,0.161,0.166,-0.078,-0.088,0.161,0.527,0.825,0.283,-0.112,0.166,-0.102
1.444,0.0,0.161,0.161,-0.078,-0.083,0.161,0.503,0.795,0.244,-0.132,0.161,-0.093
1.446,0.0,0.161,0.161,-0.078,-0.083,0.161,0.478,0.761,0.215,-0.156,0.146,-0.098
1.448,-0.015,0.161,0.176,-0.073,-0.098,0.166,0.468,0.722,0.181,-0.181,0.142,-0.098
1.45,-0.015,0.161,0.176,-0.073,-0.098,0.166,0.454,0.678,0.146,-0.2,0.132,-0.098
1.452,-0.01,0.161,0.171,-0.073,-0.093,0.166,0.429,0.644,0.117,-0.22,0.132,-0.098
1.454,-0.01,0.161,0.171,-0.073,-0.093,0.166,0.42,0.6,0.078,-0.249,0.122,-0.098
1.456,-0.015,0.151,0.166,-0.068,-0.093,0.156,0.4,0.547,0.044,-0.268,0.112,-0.107
1.458,-0.015,0.156,0.171,-0.068,-0.093,0.161,0.376,0.503,-0.005,-0.298,0.107,-0.107
1.46,-0.015,0.156,0.171,-0.068,-0.093,0.161,0.361,0.468,-0.054,-0.327,0.093,-0.107
1.462,-0.01,0.161,0.171,-0.073,-0.093,0.166,0.342,0.425,-0.098,-0.346,0.073,-0.107
1.464,-0.01,0.156,0.166,-0.073,-0.088,0.161,0.317,0.386,-0.122,-0.381,0.059,-0.112
1.466,-0.02,0.137,0.156,-0.059,-0.088,0.146,0.288,0.346,-0.166,-0.4,0.034,-0.117
1.468,-0.02,0.127,0.146,-0.054,-0.083,0.137,0.273,0.307,-0.195,-0.42,0.015,-0.127
1.47,-0.02,0.122,0.142,-0.049,-0.083,0.132,0.254,0.283,-0.21,-0.429,0.01,-0.132
1.472,-0.01,0.132,0.142,-0.059,-0.078,0.137,0.249,0.264,-0.229,-0.439,0.005,-0.117
1.474,-0.01,0.132,0.142,-0.059,-0.078,0.137,0.239,0.234,-0.264,-0.464,0.005,-0.117
1.476,0.015,0.132,0.117,-0.073,-0.054,0.122,0.22,0.21,-0.298,-0.473,0.0,-0.117
1.478,0.005,0.127,0.122,-0.063,-0.059,0.122,0.215,0.185,-0.332,-0.493,0.0,-0.117
1.48,-0.005,0.117,0.122,-0.054,-0.063,0.117,0.21,0.176,-0.337,-0.493,0.0,-0.117
1.482,-0.01,0.112,0.122,-0.049,-0.068,0.117,0.2,0.151,-0.351,-0.493,0.005,-0.117
1.484,-0.015,0.107,0.122,-0.044,-0.068,0.112,0.195,0.127,-0.366,-0.488,0.005,-0.107
1.486,-0.02,0.102,0.122,-0.039,-0.073,0.112,0.181,0.112,-0.376,-0.503,0.0,-0.117
1.488,0.01,0.102,0.093,-0.054,-0.044,0.098,0.156,0.093,-0.395,-0.522,-0.01,-0.137
1.49,0.01,0.093,0.083,-0.049,-0.039,0.088,0.146,0.073,-0.42,-0.537,-0.024,-0.137
1.492,0.01,0.088,0.078,-0.049,-0.034,0.083,0.142,0.068,-0.434,-0.551,-0.029,-0.127
1.494,0.01,0.088,0.078,-0.049,-0.034,0.083,0.132,0.063,-0.449,-0.566,-0.029,-0.127
1.496,0.029,0.088,0.059,-0.059,-0.015,0.073,0.132,0.063,-0.454,-0.571,-0.029,-0.127
1.498,0.029,0.078,0.049,-0.054,-0.01,0.063,0.127,0.044,-0.464,-0.571,-0.024,-0.132
1.5,0.039,0.078,0.039,-0.059,0.0,0.059,0.122,0.034,-0.478,-0.571,-0.024,-0.132
1.502,0.054,0.083,0.029,-0.068,0.01,0.054,0.117,0.029,-0.483,-0.566,-0.024,-0.127
1.504,0.039,0.083,0.044,-0.059,-0.005,0.063,0.122,0.024,-0.488,-0.566,-0.024,-0.117
1.506,0.044,0.088,0.044,-0.063,0.0,0.063,0.117,0.02,-0.493,-0.566,-0.024,-0.117
1.508,0.049,0.088,0.039,-0.068,0.005,0.063,0.112,0.015,-0.493,-0.566,-0.024,-0.127
1.51,0.049,0.078,0.029,-0.063,0.01,0.054,0.107,0.02,-0.488,-0.566,-0.024,-0.127
1.512,0.044,0.073,0.029,-0.059,0.005,0.049,0.117,0.02,-0.498,-0.571,-0.024,-0.127
1.514,0.034,0.073,0.039,-0.054,-0.005,0.054,0.117,0.024,-0.498,-0.566,-0.02,-0.127
1.516,0.01,0.073,0.063,-0.039,-0.029,0.068,0.112,0.029,-0.493,-0.571,-0.015,-0.127
1.518,-0.01,0.068,0.078,-0.029,-0.044,0.073,0.112,0.024,-0.488,-0.566,-0.015,-0.117
1.52,0.0,0.059,0.059,-0.029,-0.029,0.059,0.112,0.015,-0.493,-0.561,-0.005,-0.107
1.522,-0.005,0.059,0.063,-0.024,-0.034,0.059,0.112,0.015,-0.493,-0.561,-0.015,-0.107
1.524,-0.005,0.063,0.068,-0.029,-0.039,0.063,0.112,0.015,-0.493,-0.556,-0.015,-0.112
1.526,0.0,0.068,0.068,-0.034,-0.034,0.068,0.112,0.015,-0.493,-0.547,-0.015,-0.112
1.528,0.01,0.073,0.063,-0.039,-0.029,0.068,0.112,0.024,-0.498,-0.551,-0.01,-0.102
1.53,0.01,0.068,0.059,-0.039,-0.024,0.063,0.112,0.024,-0.498,-0.551,-0.005,-0.098
1.532,0.02,0.073,0.054,-0.044,-0.02,0.063,0.112,0.024,-0.483,-0.551,-0.005,-0.098
1.534,0.039,0.078,0.039,-0.059,0.0,0.059,0.107,0.024,-0.478,-0.556,0.0,-0.093
1.536,0.024,0.073,0.049,-0.049,-0.015,0.059,0.098,0.015,-0.483,-0.561,0.0,-0.107
1.538,0.024,0.063,0.039,-0.044,-0.01,0.049,0.098,0.015,-0.488,-0.566,0.0,-0.112
1.54,0.034,0.059,0.024,-0.044,0.005,0.039,0.098,0.015,-0.498,-0.566,-0.005,-0.117
1.542,0.034,0.054,0.02,-0.044,0.005,0.034,0.098,0.005,-0.503,-0.551,-0.01,-0.122
1.544,0.024,0.059,0.034,-0.039,-0.005,0.044,0.098,-0.005,-0.503,-0.551,-0.01,-0.112
1.546,0.034,0.059,0.024,-0.044,0.005,0.039,0.098,0.005,-0.493,-0.551,-0.01,-0.112
1.548,0.049,0.054,0.005,-0.049,0.02,0.029,0.098,0.005,-0.493,-0.556,-0.01,-0.112
1.55,0.059,0.054,-0.005,-0.054,0.029,0.024,0.093,0.015,-0.493,-0.561,-0.01,-0.112
1.552,0.059,0.063,0.005,-0.059,0.024,0.034,0.083,0.015,-0.488,-0.561,-0.005,-0.112
1.554,0.039,0.073,0.034,-0.054,0.0,0.054,0.083,0.015,-0.478,-0.561,-0.015,-0.112
1.556,0.039,0.063,0.024,-0.049,0.005,0.044,0.083,0.015,-0.473,-0.556,-0.015,-0.112
1.558,0.039,0.063,0.024,-0.049,0.005,0.044,0.083,0.024,-0.478,-0.537,-0.005,-0.112
1.56,0.029,0.054,0.024,-0.039,0.0,0.039,0.093,0.024,-0.488,-0.537,-0.015,-0.112
1.562,0.029,0.063,0.034,-0.044,-0.005,0.049,0.093,0.02,-0.478,-0.542,-0.015,-0.112
1.564,0.029,0.068,0.039,-0.049,-0.005,0.054,0.098,0.015,-0.473,-0.542,-0.01,-0.112
1.566,0.034,0.068,0.034,-0.049,0.0,0.049,0.098,0.01,-0.473,-0.542,-0.005,-0.112
1.568,0.029,0.059,0.029,-0.044,0.0,0.044,0.102,0.029,-0.454,-0.527,0.005,-0.102
1.57,0.02,0.059,0.039,-0.039,-0.01,0.049,0.112,0.034,-0.444,-0.517,0.015,-0.093
1.572,0.01,0.068,0.059,-0.039,-0.024,0.063,0.117,0.034,-0.434,-0.493,0.024,-0.083
1.574,0.005,0.083,0.078,-0.044,-0.039,0.078,0.112,0.034,-0.429,-0.488,0.029,-0.073
1.576,0.015,0.088,0.073,-0.049,-0.029,0.078,0.122,0.044,-0.415,-0.493,0.029,-0.073
1.578,0.01,0.098,0.088,-0.054,-0.039,0.093,0.127,0.044,-0.41,-0.488,0.029,-0.073
1.58,0.0,0.098,0.098,-0.049,-0.049,0.098,0.142,0.049,-0.405,-0.473,0.034,-0.073
1.582,-0.015,0.102,0.117,-0.044,-0.068,0.107,0.156,0.054,-0.4,-0.464,0.044,-0.073
1.584,-0.024,0.117,0.142,-0.044,-0.083,0.127,0.161,0.073,-0.381,-0.439,0.059,-0.054
1.586,-0.01,0.137,0.146,-0.063,-0.078,0.142,0.166,0.078,-0.371,-0.429,0.063,-0.039
1.588,-0.005,0.151,0.156,-0.073,-0.083,0.151,0.176,0.083,-0.361,-0.429,0.063,-0.034
1.59,0.005,0.166,0.161,-0.083,-0.078,0.161,0.176,0.088,-0.346,-0.429,0.059,-0.034
1.592,0.015,0.156,0.142,-0.083,-0.063,0.146,0.166,0.073,-0.351,-0.439,0.049,-0.059
1.594,0.034,0.156,0.122,-0.093,-0.044,0.137,0.166,0.068,-0.361,-0.439,0.039,-0.063
1.596,0.054,0.156,0.102,-0.102,-0.024,0.127,0.166,0.063,-0.366,-0.439,0.029,-0.068
1.598,0.063,0.156,0.093,-0.107,-0.015,0.122,0.166,0.063,-0.366,-0.464,0.02,-0.078
1.6,0.078,0.156,0.078,-0.117,0.0,0.117,0.166,0.068,-0.351,-0.454,0.02,-0.078
1.602,0.078,0.151,0.073,-0.112,0.0,0.112,0.161,0.068,-0.346,-0.449,0.02,-0.078
1.604,0.078,0.146,0.068,-0.112,0.005,0.107,0.156,0.068,-0.346,-0.449,0.02,-0.078
1.606,0.083,0.146,0.063,-0.112,0.01,0.102,0.151,0.073,-0.346,-0.449,0.01,-0.083
1.608,0.073,0.156,0.083,-0.112,-0.005,0.117,0.161,0.083,-0.342,-0.439,0.02,-0.073
1.61,0.073,0.146,0.073,-0.107,0.0,0.107,0.161,0.083,-0.332,-0.434,0.02,-0.068
1.612,0.073,0.146,0.073,-0.107,0.0,0.107,0.151,0.083,-0.327,-0.434,0.015,-0.068
1.614,0.073,0.146,0.073,-0.107,0.0,0.107,0.146,0.083,-0.322,-0.429,0.015,-0.068
1.616,0.063,0.142,0.078,-0.102,-0.01,0.107,0.142,0.093,-0.307,-0.425,0.015,-0.059
1.618,0.059,0.142,0.083,-0.098,-0.015,0.112,0.142,0.088,-0.303,-0.42,0.02,-0.059
1.62,0.054,0.137,0.083,-0.093,-0.015,0.107,0.122,0.078,-0.303,-0.415,0.024,-0.059
1.622,0.049,0.137,0.088,-0.093,-0.02,0.112,0.107,0.078,-0.298,-0.41,0.024,-0.049
1.624,0.063,0.142,0.078,-0.102,-0.01,0.107,0.088,0.073,-0.298,-0.405,0.034,-0.044
1.626,0.073,0.161,0.088,-0.117,-0.01,0.122,0.078,0.068,-0.307,-0.405,0.029,-0.044
1.628,0.073,0.171,0.098,-0.122,-0.015,0.132,0.049,0.054,-0.312,-0.395,0.024,-0.044
1.63,0.073,0.176,0.102,-0.122,-0.015,0.137,0.02,0.034,-0.317,-0.39,0.015,-0.034
1.632,0.088,0.19,0.102,-0.137,-0.01,0.146,-0.029,0.029,-0.322,-0.381,0.02,-0.024
1.634,0.107,0.2,0.093,-0.151,0.005,0.146,-0.068,0.02,-0.332,-0.381,0.02,-0.024
1.636,0.112,0.19,0.078,-0.151,0.015,0.132,-0.093,0.01,-0.342,-0.381,0.024,-0.024
1.638,0.122,0.185,0.063,-0.151,0.029,0.122,-0.102,0.0,-0.346,-0.386,0.024,-0.034
1.64,0.102,0.166,0.063,-0.132,0.02,0.112,-0.093,0.0,-0.356,-0.39,0.01,-0.039
1.642,0.098,0.151,0.054,-0.122,0.02,0.102,-0.093,-0.02,-0.356,-0.405,0.0,-0.044
1.644,0.088,0.146,0.059,-0.117,0.015,0.102,-0.107,-0.029,-0.361,-0.42,-0.005,-0.044
1.646,0.078,0.146,0.068,-0.112,0.005,0.107,-0.102,-0.034,-0.361,-0.444,-0.015,-0.049
1.648,0.088,0.146,0.059,-0.117,0.015,0.102,-0.098,-0.044,-0.381,-0.449,-0.034,-0.063
1.65,0.088,0.142,0.054,-0.112,0.015,0.098,-0.093,-0.059,-0.395,-0.459,-0.044,-0.078
1.652,0.088,0.142,0.054,-0.112,0.015,0.098,-0.088,-0.059,-0.405,-0.478,-0.068,-0.083
1.654,0.078,0.137,0.059,-0.107,0.01,0.098,-0.078,-0.059,-0.42,-0.488,-0.078,-0.093
1.656,0.059,0.127,0.068,-0.093,-0.005,0.098,-0.078,-0.068,-0.425,-0.483,-0.088,-0.102
1.658,0.059,0.107,0.049,-0.083,0.005,0.078,-0.073,-0.073,-0.425,-0.493,-0.088,-0.107
1.66,0.054,0.098,0.044,-0.073,0.005,0.068,-0.073,-0.078,-0.439,-0.508,-0.098,-0.122
1.662,0.054,0.088,0.034,-0.068,0.01,0.059,-0.054,-0.078,-0.429,-0.503,-0.098,-0.127
1.664,0.073,0.078,0.005,-0.073,0.034,0.039,-0.034,-0.063,-0.4,-0.488,-0.107,-0.122
1.666,0.049,0.073,0.024,-0.059,0.01,0.049,-0.034,-0.063,-0.395,-0.483,-0.102,-0.132
1.668,0.02,0.063,0.044,-0.039,-0.015,0.054,-0.024,-0.049,-0.381,-0.483,-0.093,-0.122
1.67,0.02,0.078,0.059,-0.049,-0.02,0.068,0.0,-0.039,-0.371,-0.478,-0.088,-0.117
1.672,0.024,0.068,0.044,-0.044,-0.01,0.054,0.005,-0.029,-0.361,-0.464,-0.088,-0.107
1.674,0.029,0.068,0.039,-0.049,-0.005,0.054,0.01,-0.029,-0.361,-0.459,-0.088,-0.107
1.676,0.034,0.068,0.034,-0.049,0.0,0.049,0.015,-0.029,-0.361,-0.454,-0.088,-0.107
1.678,0.039,0.068,0.029,-0.054,0.005,0.049,0.02,-0.029,-0.361,-0.449,-0.088,-0.107
1.68,0.02,0.044,0.024,-0.029,-0.005,0.034,0.039,-0.029,-0.346,-0.444,-0.078,-0.122
1.682,0.005,0.034,0.029,-0.02,-0.015,0.029,0.039,-0.024,-0.342,-0.439,-0.078,-0.122
1.684,-0.005,0.024,0.029,-0.01,-0.02,0.024,0.039,-0.02,-0.337,-0.439,-0.078,-0.117
1.686,-0.01,0.005,0.015,0.005,-0.015,0.01,0.039,-0.02,-0.332,-0.434,-0.078,-0.117
1.688,-0.024,0.005,0.029,0.01,-0.029,0.015,0.044,-0.015,-0.322,-0.429,-0.083,-0.122
1.69,-0.024,0.005,0.029,0.01,-0.029,0.015,0.054,-0.01,-0.322,-0.429,-0.088,-0.127
1.692,-0.024,0.0,0.024,0.015,-0.024,0.01,0.059,-0.005,-0.322,-0.429,-0.093,-0.127
1.694,-0.024,0.0,0.024,0.015,-0.024,0.01,0.059,0.0,-0.322,-0.429,-0.098,-0.127
1.696,-0.01,0.005,0.015,0.005,-0.015,0.01,0.059,0.0,-0.312,-0.434,-0.102,-0.127
1.698,0.0,0.005,0.005,0.0,-0.005,0.005,0.059,0.0,-0.317,-0.439,-0.102,-0.127
1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.059,-0.005,-0.327,-0.434,-0.102,-0.122
1.702,-0.005,-0.005,0.0,0.005,-0.005,-0.005,0.059,-0.005,-0.327,-0.42,-0.107,-0.117
1.704,-0.015,0.005,0.02,0.005,-0.02,0.01,0.059,-0.005,-0.317,-0.415,-0.112,-0.112
1.706,-0.015,0.005,0.02,0.005,-0.02,0.01,0.059,0.0,-0.312,-0.415,-0.112,-0.112
1.708,-0.015,0.005,0.02,0.005,-0.02,0.01,0.059,0.0,-0.307,-0.415,-0.112,-0.112
1.71,-0.01,0.005,0.015,0.005,-0.015,0.01,0.059,0.0,-0.307,-0.415,-0.112,-0.117
1.712,0.005,0.0,-0.005,0.0,0.005,-0.005,0.049,0.0,-0.307,-0.415,-0.122,-0.127
1.714,0.005,0.0,-0.005,0.0,0.005,-0.005,0.049,0.0,-0.303,-0.42,-0.117,-0.127
1.716,0.005,0.0,-0.005,0.0,0.005,-0.005,0.054,0.0,-0.303,-0.42,-0.112,-0.127
1.718,0.01,0.015,0.005,-0.01,0.0,0.01,0.054,0.005,-0.293,-0.41,-0.112,-0.122
1.72,-0.01,0.005,0.015,0.005,-0.015,0.01,0.063,0.01,-0.288,-0.39,-0.098,-0.102
1.722,-0.039,-0.005,0.034,0.024,-0.039,0.015,0.063,0.015,-0.283,-0.381,-0.093,-0.093
1.724,-0.059,-0.005,0.054,0.034,-0.059,0.024,0.063,0.024,-0.278,-0.381,-0.088,-0.088
1.726,-0.063,0.0,0.063,0.034,-0.063,0.029,0.068,0.029,-0.283,-0.371,-0.083,-0.078
1.728,-0.063,-0.01,0.054,0.039,-0.059,0.02,0.059,0.015,-0.283,-0.371,-0.088,-0.078
1.73,-0.068,-0.015,0.054,0.044,-0.063,0.02,0.059,0.015,-0.273,-0.366,-0.088,-0.073
1.732,-0.068,-0.015,0.054,0.044,-0.063,0.02,0.059,0.015,-0.273,-0.366,-0.088,-0.073
1.734,-0.068,-0.015,0.054,0.044,-0.063,0.02,0.059,0.015,-0.273,-0.366,-0.088,-0.068
1.736,-0.049,-0.005,0.044,0.029,-0.049,0.02,0.044,0.01,-0.288,-0.381,-0.098,-0.073
1.738,-0.029,0.0,0.029,0.015,-0.029,0.015,0.034,0.005,-0.288,-0.381,-0.102,-0.083
1.74,-0.005,0.0,0.005,0.005,-0.005,0.0,0.029,0.0,-0.288,-0.381,-0.107,-0.093
1.742,0.015,0.005,-0.01,-0.01,0.01,-0.005,0.024,-0.005,-0.288,-0.381,-0.107,-0.098
1.744,0.015,-0.005,-0.02,-0.005,0.015,-0.015,0.024,-0.005,-0.288,-0.376,-0.102,-0.093
1.746,0.015,-0.005,-0.02,-0.005,0.015,-0.015,0.024,-0.005,-0.288,-0.376,-0.102,-0.093
1.748,0.029,-0.005,-0.034,-0.01,0.029,-0.02,0.029,-0.005,-0.288,-0.376,-0.102,-0.088
1.75,0.02,-0.015,-0.034,0.0,0.024,-0.024,0.029,0.0,-0.283,-0.376,-0.093,-0.088
1.752,0.015,-0.005,-0.02,-0.005,0.015,-0.015,0.029,0.0,-0.273,-0.366,-0.102,-0.088
1.754,0.02,-0.005,-0.024,-0.005,0.02,-0.015,0.02,0.0,-0.273,-0.366,-0.102,-0.083
1.756,0.015,0.0,-0.015,-0.005,0.015,-0.01,0.015,-0.005,-0.283,-0.366,-0.102,-0.083
