Time (s),I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
1.488,-0.254,-0.307,-0.054,0.283,-0.102,-0.181,0.727,1.03,0.956,0.322,-0.268,-0.571
1.49,-0.234,-0.298,-0.063,0.268,-0.088,-0.181,0.737,1.039,0.971,0.346,-0.264,-0.571
1.492,-0.234,-0.288,-0.054,0.264,-0.093,-0.171,0.732,1.035,0.981,0.346,-0.254,-0.566
1.494,-0.249,-0.303,-0.054,0.278,-0.098,-0.181,0.712,1.025,0.971,0.342,-0.268,-0.586
1.496,-0.244,-0.283,-0.039,0.264,-0.102,-0.161,0.708,1.02,0.971,0.346,-0.259,-0.586
1.498,-0.254,-0.278,-0.024,0.268,-0.117,-0.151,0.708,1.025,0.971,0.361,-0.259,-0.595
1.5,-0.254,-0.293,-0.039,0.273,-0.107,-0.166,0.698,1.025,0.986,0.366,-0.239,-0.59
1.502,-0.224,-0.244,-0.02,0.234,-0.102,-0.132,0.708,1.039,1.01,0.39,-0.195,-0.576
1.504,-0.21,-0.229,-0.02,0.22,-0.098,-0.127,0.712,1.049,1.035,0.42,-0.195,-0.576
1.506,-0.22,-0.273,-0.054,0.249,-0.083,-0.166,0.712,1.049,1.03,0.42,-0.224,-0.59
1.508,-0.229,-0.298,-0.068,0.264,-0.083,-0.185,0.727,1.059,1.049,0.444,-0.21,-0.571
1.51,-0.205,-0.273,-0.068,0.239,-0.068,-0.171,0.732,1.064,1.059,0.464,-0.195,-0.561
1.512,-0.215,-0.298,-0.083,0.259,-0.068,-0.19,0.712,1.044,1.049,0.464,-0.185,-0.556
1.514,-0.22,-0.288,-0.068,0.254,-0.078,-0.181,0.703,1.039,1.049,0.468,-0.181,-0.551
1.516,-0.22,-0.273,-0.054,0.249,-0.083,-0.166,0.683,1.035,1.054,0.483,-0.161,-0.537
1.518,-0.215,-0.278,-0.063,0.249,-0.078,-0.171,0.659,1.02,1.044,0.488,-0.161,-0.547
1.52,-0.22,-0.278,-0.059,0.249,-0.083,-0.171,0.644,1.0,1.035,0.493,-0.146,-0.547
1.522,-0.21,-0.244,-0.034,0.229,-0.088,-0.142,0.634,0.996,1.049,0.503,-0.102,-0.527
1.524,-0.185,-0.22,-0.034,0.205,-0.078,-0.127,0.644,1.01,1.069,0.527,-0.093,-0.512
1.526,-0.166,-0.234,-0.068,0.2,-0.049,-0.151,0.644,1.005,1.069,0.542,-0.098,-0.498
1.528,-0.195,-0.278,-0.083,0.239,-0.059,-0.181,0.625,0.986,1.054,0.542,-0.098,-0.488
1.53,-0.166,-0.259,-0.093,0.215,-0.039,-0.176,0.62,0.981,1.059,0.561,-0.068,-0.464
1.532,-0.156,-0.244,-0.088,0.2,-0.034,-0.166,0.6,0.952,1.044,0.561,-0.049,-0.439
1.534,-0.166,-0.239,-0.073,0.205,-0.049,-0.156,0.581,0.932,1.03,0.566,-0.034,-0.42
1.536,-0.151,-0.215,-0.063,0.185,-0.044,-0.142,0.566,0.917,1.025,0.576,-0.005,-0.4
1.538,-0.127,-0.195,-0.068,0.161,-0.029,-0.132,0.551,0.898,1.015,0.586,0.0,-0.381
1.54,-0.132,-0.2,-0.068,0.166,-0.034,-0.137,0.522,0.869,0.991,0.576,0.024,-0.366
1.542,-0.146,-0.2,-0.054,0.176,-0.049,-0.127,0.473,0.834,0.961,0.561,0.049,-0.361
1.544,-0.117,-0.156,-0.039,0.137,-0.039,-0.098,0.464,0.825,0.961,0.571,0.039,-0.346
1.546,-0.107,-0.161,-0.054,0.137,-0.029,-0.107,0.468,0.81,0.952,0.576,0.039,-0.322
1.548,-0.098,-0.166,-0.068,0.132,-0.015,-0.117,0.439,0.781,0.927,0.566,0.044,-0.307
1.55,-0.102,-0.176,-0.073,0.142,-0.015,-0.127,0.429,0.747,0.898,0.551,0.054,-0.288
1.552,-0.078,-0.146,-0.068,0.112,-0.005,-0.107,0.41,0.722,0.874,0.551,0.083,-0.254
1.554,-0.073,-0.127,-0.054,0.102,-0.01,-0.093,0.381,0.688,0.849,0.537,0.088,-0.234
1.556,-0.078,-0.122,-0.044,0.102,-0.02,-0.083,0.346,0.654,0.82,0.532,0.117,-0.21
1.558,-0.049,-0.088,-0.039,0.068,-0.005,-0.063,0.332,0.625,0.791,0.517,0.117,-0.2
1.56,-0.044,-0.078,-0.034,0.063,-0.005,-0.059,0.317,0.6,0.761,0.508,0.137,-0.185
1.562,-0.049,-0.063,-0.015,0.059,-0.02,-0.039,0.273,0.556,0.717,0.483,0.156,-0.176
1.564,-0.02,-0.029,-0.01,0.024,-0.005,-0.02,0.254,0.542,0.703,0.473,0.146,-0.161
1.566,-0.029,-0.054,-0.024,0.044,-0.005,-0.039,0.244,0.498,0.664,0.444,0.112,-0.156
1.568,-0.049,-0.078,-0.029,0.063,-0.01,-0.054,0.22,0.459,0.625,0.415,0.093,-0.146
1.57,-0.039,-0.068,-0.029,0.054,-0.005,-0.049,0.21,0.444,0.6,0.405,0.098,-0.122
1.572,-0.039,-0.049,-0.01,0.044,-0.015,-0.029,0.19,0.41,0.571,0.386,0.117,-0.102
1.574,-0.015,-0.02,-0.005,0.02,-0.005,-0.015,0.166,0.381,0.542,0.366,0.112,-0.093
1.576,-0.01,0.0,0.01,0.005,-0.01,0.005,0.142,0.346,0.508,0.337,0.122,-0.083
1.578,-0.01,0.01,0.02,0.0,-0.015,0.015,0.122,0.317,0.468,0.303,0.107,-0.088
1.58,0.005,0.024,0.02,-0.015,-0.01,0.02,0.117,0.283,0.429,0.283,0.107,-0.078
1.582,-0.005,0.039,0.044,-0.015,-0.024,0.039,0.093,0.254,0.405,0.264,0.127,-0.078
1.584,-0.01,0.024,0.034,-0.005,-0.024,0.029,0.083,0.244,0.386,0.244,0.098,-0.088
1.586,-0.024,-0.005,0.02,0.015,-0.024,0.005,0.083,0.229,0.366,0.229,0.063,-0.088
1.588,-0.01,-0.01,0.0,0.01,-0.005,-0.005,0.078,0.205,0.337,0.205,0.044,-0.083
1.59,-0.01,-0.015,-0.005,0.015,-0.005,-0.01,0.068,0.19,0.317,0.19,0.029,-0.068
1.592,-0.01,0.005,0.015,0.005,-0.015,0.01,0.059,0.171,0.293,0.181,0.039,-0.054
1.594,-0.015,0.01,0.024,0.005,-0.02,0.015,0.034,0.137,0.259,0.146,0.029,-0.059
1.596,0.01,0.039,0.029,-0.024,-0.01,0.034,0.029,0.127,0.244,0.132,0.044,-0.044
1.598,-0.005,0.044,0.049,-0.02,-0.029,0.044,0.01,0.112,0.22,0.112,0.034,-0.054
1.6,-0.02,0.01,0.029,0.005,-0.024,0.02,-0.015,0.083,0.19,0.088,0.029,-0.063
1.602,-0.01,0.029,0.039,-0.01,-0.024,0.034,-0.024,0.073,0.185,0.083,0.049,-0.063
1.604,-0.015,0.039,0.054,-0.01,-0.034,0.044,-0.02,0.073,0.176,0.073,0.02,-0.068
1.606,-0.02,0.015,0.034,0.005,-0.029,0.024,-0.005,0.068,0.161,0.063,-0.015,-0.073
1.608,-0.01,0.01,0.02,0.0,-0.015,0.015,-0.01,0.054,0.142,0.054,-0.029,-0.073
1.61,-0.01,0.015,0.024,0.0,-0.02,0.02,-0.01,0.049,0.137,0.039,-0.039,-0.063
1.612,0.0,0.02,0.02,-0.01,-0.01,0.02,-0.02,0.034,0.107,0.029,-0.034,-0.054
1.614,0.029,0.044,0.015,-0.034,0.005,0.029,-0.034,0.024,0.102,0.02,-0.039,-0.044
1.616,0.024,0.049,0.024,-0.034,0.0,0.034,-0.049,0.005,0.098,0.005,-0.034,-0.049
1.618,-0.024,0.02,0.044,0.005,-0.034,0.029,-0.054,-0.005,0.073,-0.015,-0.049,-0.063
1.62,-0.034,0.015,0.049,0.01,-0.044,0.029,-0.049,-0.01,0.068,-0.024,-0.039,-0.068
1.622,0.005,0.063,0.059,-0.034,-0.029,0.059,-0.039,0.005,0.083,-0.005,-0.01,-0.059
1.624,-0.005,0.049,0.054,-0.02,-0.029,0.049,-0.054,-0.005,0.068,-0.024,-0.039,-0.083
1.626,-0.029,-0.005,0.024,0.02,-0.029,0.01,-0.049,-0.005,0.059,-0.034,-0.073,-0.093
1.628,-0.015,-0.01,0.005,0.015,-0.01,-0.005,-0.044,-0.01,0.054,-0.034,-0.088,-0.093
1.63,-0.044,-0.044,0.0,0.044,-0.024,-0.024,-0.049,-0.015,0.049,-0.044,-0.098,-0.083
1.632,-0.039,-0.024,0.015,0.034,-0.029,-0.005,-0.044,-0.02,0.044,-0.049,-0.093,-0.078
1.634,-0.02,0.005,0.024,0.01,-0.024,0.015,-0.054,-0.024,0.039,-0.059,-0.098,-0.078
1.636,-0.02,0.01,0.029,0.005,-0.024,0.02,-0.054,-0.02,0.034,-0.059,-0.078,-0.068
1.638,-0.039,-0.01,0.029,0.024,-0.034,0.01,-0.063,-0.034,0.02,-0.078,-0.102,-0.093
1.64,-0.02,0.005,0.024,0.01,-0.024,0.015,-0.054,-0.029,0.02,-0.078,-0.088,-0.088
1.642,-0.034,0.01,0.044,0.015,-0.039,0.024,-0.054,-0.024,0.029,-0.078,-0.054,-0.093
1.644,-0.015,0.015,0.029,0.0,-0.024,0.02,-0.044,-0.02,0.034,-0.073,-0.083,-0.107
1.646,-0.01,-0.02,-0.01,0.015,0.0,-0.015,-0.059,-0.024,0.024,-0.083,-0.107,-0.117
1.648,-0.024,-0.039,-0.015,0.034,-0.005,-0.029,-0.049,-0.015,0.034,-0.063,-0.102,-0.112
1.65,-0.034,-0.049,-0.015,0.044,-0.01,-0.034,-0.044,-0.015,0.039,-0.068,-0.112,-0.107
1.652,-0.049,-0.059,-0.01,0.054,-0.02,-0.034,-0.054,-0.024,0.029,-0.083,-0.112,-0.102
1.654,-0.024,-0.029,-0.005,0.029,-0.01,-0.02,-0.044,-0.02,0.024,-0.078,-0.112,-0.098
1.656,-0.02,-0.01,0.01,0.015,-0.015,0.0,-0.049,-0.024,0.024,-0.078,-0.098,-0.098
1.658,-0.039,-0.029,0.01,0.034,-0.024,-0.01,-0.059,-0.029,0.015,-0.088,-0.117,-0.112
1.66,-0.054,-0.044,0.01,0.049,-0.034,-0.02,-0.059,-0.039,0.005,-0.093,-0.117,-0.117
1.662,-0.049,-0.015,0.034,0.034,-0.044,0.01,-0.054,-0.034,0.015,-0.088,-0.083,-0.112
1.664,-0.034,0.0,0.034,0.02,-0.034,0.015,-0.049,-0.02,0.024,-0.073,-0.102,-0.117
1.666,-0.02,-0.02,0.0,0.02,-0.01,-0.01,-0.039,-0.015,0.029,-0.073,-0.122,-0.117
1.668,-0.02,-0.029,-0.01,0.024,-0.005,-0.02,-0.024,-0.005,0.034,-0.068,-0.117,-0.107
1.67,-0.039,-0.044,-0.005,0.044,-0.02,-0.024,-0.02,-0.01,0.039,-0.068,-0.122,-0.102
1.672,-0.049,-0.044,0.005,0.049,-0.029,-0.02,-0.02,-0.015,0.034,-0.068,-0.112,-0.098
1.674,-0.044,-0.034,0.01,0.039,-0.029,-0.015,-0.029,-0.024,0.024,-0.078,-0.127,-0.107
1.676,-0.044,-0.01,0.034,0.029,-0.039,0.01,-0.044,-0.029,0.02,-0.083,-0.122,-0.112
1.678,-0.02,0.0,0.02,0.01,-0.02,0.01,-0.039,-0.024,0.024,-0.078,-0.132,-0.117
1.68,-0.015,-0.015,0.0,0.015,-0.01,-0.01,-0.039,-0.024,0.024,-0.073,-0.122,-0.112
1.682,-0.039,-0.01,0.029,0.024,-0.034,0.01,-0.049,-0.024,0.024,-0.083,-0.098,-0.122
1.684,-0.049,-0.024,0.024,0.039,-0.039,0.0,-0.049,-0.02,0.029,-0.083,-0.117,-0.127
1.686,-0.034,-0.034,0.0,0.034,-0.02,-0.02,-0.024,-0.015,0.034,-0.078,-0.137,-0.122
1.688,-0.029,-0.044,-0.015,0.039,-0.01,-0.029,-0.015,0.0,0.044,-0.063,-0.122,-0.107
1.69,-0.034,-0.054,-0.02,0.044,-0.01,-0.039,-0.01,0.0,0.049,-0.063,-0.127,-0.107
1.692,-0.015,-0.024,-0.01,0.02,-0.005,-0.02,-0.01,0.0,0.054,-0.054,-0.107,-0.093
1.694,-0.024,-0.029,-0.005,0.029,-0.01,-0.02,-0.02,-0.005,0.044,-0.059,-0.102,-0.102
1.696,-0.024,-0.01,0.015,0.02,-0.02,0.0,-0.024,-0.005,0.044,-0.054,-0.088,-0.098
1.698,0.02,0.034,0.015,-0.024,0.0,0.024,-0.005,0.005,0.054,-0.049,-0.098,-0.093
1.7,-0.02,-0.01,0.01,0.015,-0.015,0.0,-0.02,-0.015,0.039,-0.059,-0.098,-0.102
1.702,-0.015,0.01,0.024,0.005,-0.02,0.015,-0.024,-0.005,0.049,-0.054,-0.073,-0.102
1.704,-0.039,-0.005,0.034,0.024,-0.039,0.015,-0.02,-0.005,0.049,-0.054,-0.093,-0.112
1.706,-0.073,-0.063,0.01,0.068,-0.044,-0.029,-0.02,-0.005,0.044,-0.059,-0.117,-0.117
1.708,-0.063,-0.073,-0.01,0.068,-0.029,-0.044,-0.01,0.0,0.054,-0.054,-0.122,-0.112
1.71,-0.063,-0.078,-0.015,0.073,-0.024,-0.049,-0.015,0.0,0.049,-0.059,-0.122,-0.107
1.712,-0.044,-0.054,-0.01,0.049,-0.02,-0.034,-0.005,0.0,0.054,-0.044,-0.102,-0.093
1.714,-0.029,-0.039,-0.01,0.034,-0.01,-0.024,-0.005,0.01,0.059,-0.039,-0.093,-0.088
1.716,-0.029,-0.024,0.005,0.029,-0.02,-0.01,-0.005,0.005,0.054,-0.039,-0.078,-0.088
1.718,-0.049,-0.039,0.01,0.044,-0.029,-0.015,0.0,0.005,0.054,-0.044,-0.088,-0.098
1.72,-0.049,-0.039,0.01,0.044,-0.029,-0.015,-0.01,0.005,0.054,-0.044,-0.073,-0.102
1.722,-0.054,-0.034,0.02,0.044,-0.039,-0.01,-0.044,-0.01,0.044,-0.054,-0.059,-0.117
1.724,-0.034,-0.01,0.024,0.024,-0.029,0.005,-0.02,0.005,0.059,-0.034,-0.083,-0.117
1.726,-0.01,-0.02,-0.01,0.015,0.0,-0.015,0.0,0.02,0.073,-0.015,-0.098,-0.117
1.728,-0.044,-0.063,-0.02,0.054,-0.015,-0.044,0.0,0.005,0.063,-0.02,-0.117,-0.132
1.73,-0.073,-0.093,-0.02,0.083,-0.029,-0.059,-0.01,0.0,0.059,-0.024,-0.132,-0.132
1.732,-0.068,-0.063,0.005,0.068,-0.039,-0.029,-0.015,-0.005,0.059,-0.024,-0.112,-0.117
1.734,-0.01,-0.015,-0.005,0.015,-0.005,-0.01,-0.005,0.01,0.073,-0.01,-0.098,-0.107
1.736,-0.005,0.0,0.005,0.005,-0.005,0.0,0.01,0.024,0.088,0.01,-0.063,-0.083
1.738,-0.044,-0.029,0.015,0.039,-0.029,-0.01,-0.005,0.01,0.063,-0.015,-0.093,-0.117
1.74,-0.078,-0.068,0.01,0.073,-0.044,-0.029,-0.01,-0.005,0.054,-0.034,-0.088,-0.127
1.742,-0.078,-0.049,0.029,0.063,-0.054,-0.01,-0.015,-0.005,0.054,-0.039,-0.068,-0.137
1.744,-0.073,-0.044,0.029,0.059,-0.054,-0.01,0.005,0.01,0.068,-0.02,-0.083,-0.137
1.746,-0.063,-0.063,0.0,0.063,-0.034,-0.034,0.0,0.015,0.073,-0.015,-0.107,-0.137
1.748,-0.049,-0.068,-0.02,0.059,-0.015,-0.044,0.01,0.02,0.078,-0.01,-0.107,-0.122
1.75,-0.059,-0.083,-0.024,0.073,-0.02,-0.054,0.0,0.01,0.063,-0.015,-0.127,-0.132
1.752,-0.049,-0.054,-0.005,0.054,-0.024,-0.029,0.01,0.015,0.068,-0.01,-0.098,-0.112
1.754,-0.034,-0.029,0.005,0.034,-0.02,-0.015,0.015,0.02,0.073,-0.005,-0.093,-0.098
1.756,-0.039,-0.02,0.02,0.029,-0.029,0.0,0.005,0.015,0.068,-0.01,-0.073,-0.088
1.758,-0.039,-0.015,0.024,0.029,-0.034,0.005,0.005,0.015,0.068,-0.005,-0.078,-0.102
1.76,-0.049,0.0,0.049,0.024,-0.049,0.024,0.015,0.02,0.078,0.005,-0.059,-0.088
1.762,-0.049,0.034,0.083,0.01,-0.068,0.059,0.01,0.029,0.088,0.015,-0.024,-0.088
1.764,-0.015,0.063,0.078,-0.024,-0.049,0.068,0.024,0.039,0.102,0.029,-0.024,-0.088
1.766,-0.02,0.034,0.054,-0.005,-0.039,0.044,0.024,0.039,0.102,0.029,-0.059,-0.102
1.768,-0.015,0.024,0.039,-0.005,-0.029,0.029,0.034,0.039,0.107,0.029,-0.063,-0.098
1.77,-0.029,0.005,0.034,0.015,-0.034,0.02,0.029,0.034,0.098,0.02,-0.078,-0.098
1.772,-0.02,0.015,0.034,0.005,-0.029,0.024,0.029,0.039,0.093,0.034,-0.068,-0.098
1.774,0.005,0.034,0.029,-0.02,-0.015,0.029,0.024,0.029,0.088,0.024,-0.068,-0.098
1.776,-0.005,0.039,0.044,-0.015,-0.024,0.039,0.034,0.034,0.088,0.024,-0.049,-0.083
1.778,0.01,0.063,0.054,-0.034,-0.024,0.059,0.039,0.044,0.098,0.029,-0.049,-0.088
1.78,0.0,0.068,0.068,-0.034,-0.034,0.068,0.039,0.044,0.107,0.039,-0.02,-0.078
1.782,0.005,0.078,0.073,-0.039,-0.034,0.073,0.005,0.034,0.112,0.044,0.01,-0.073
1.784,0.02,0.078,0.059,-0.049,-0.02,0.068,-0.015,0.034,0.112,0.049,0.0,-0.068
1.786,0.024,0.068,0.044,-0.044,-0.01,0.054,-0.01,0.034,0.117,0.054,-0.02,-0.073
1.788,0.039,0.059,0.02,-0.049,0.01,0.039,-0.015,0.029,0.107,0.054,-0.029,-0.073
1.79,-0.01,-0.005,0.005,0.01,-0.01,0.0,-0.054,-0.005,0.073,0.02,-0.059,-0.098
1.792,-0.015,0.0,0.015,0.01,-0.015,0.005,-0.073,-0.024,0.054,0.005,-0.068,-0.107
1.794,0.0,0.02,0.02,-0.01,-0.01,0.02,-0.088,-0.039,0.034,-0.005,-0.078,-0.107
1.796,-0.015,0.02,0.034,0.0,-0.024,0.024,-0.102,-0.039,0.034,0.01,-0.049,-0.088
1.798,-0.015,0.02,0.034,0.0,-0.024,0.024,-0.107,-0.039,0.034,0.015,-0.059,-0.093
1.8,0.02,0.044,0.024,-0.029,-0.005,0.034,-0.093,-0.024,0.059,0.039,-0.024,-0.063
1.802,0.029,0.073,0.044,-0.049,-0.01,0.059,-0.098,-0.02,0.068,0.044,0.01,-0.049
1.804,0.039,0.088,0.049,-0.063,-0.005,0.068,-0.088,-0.005,0.078,0.059,0.01,-0.039
1.806,0.073,0.088,0.015,-0.078,0.029,0.049,-0.054,0.029,0.107,0.093,0.02,-0.015
1.808,0.083,0.088,0.005,-0.083,0.039,0.044,-0.024,0.044,0.122,0.112,0.024,0.0
1.81,0.078,0.078,0.0,-0.078,0.039,0.039,-0.01,0.049,0.122,0.112,0.02,0.0
1.812,0.088,0.068,-0.02,-0.078,0.054,0.024,-0.005,0.054,0.122,0.112,0.029,0.0
1.814,0.083,0.068,-0.015,-0.073,0.049,0.024,-0.02,0.039,0.102,0.093,0.01,-0.01
1.816,0.073,0.059,-0.015,-0.063,0.044,0.02,-0.034,0.034,0.093,0.078,0.024,-0.015
1.818,0.024,0.0,-0.024,-0.01,0.024,-0.015,-0.059,-0.005,0.054,0.039,-0.034,-0.059
1.82,0.015,0.005,-0.01,-0.01,0.01,-0.005,-0.078,-0.024,0.029,0.015,-0.044,-0.078
1.822,0.049,0.049,0.0,-0.049,0.024,0.024,-0.073,-0.024,0.024,0.005,-0.024,-0.078
1.824,0.024,0.0,-0.024,-0.01,0.024,-0.015,-0.063,-0.024,0.015,-0.01,-0.059,-0.107
1.826,0.054,-0.02,-0.073,-0.015,0.063,-0.049,-0.044,-0.01,0.02,-0.005,-0.068,-0.102
1.828,0.068,-0.024,-0.093,-0.02,0.078,-0.059,-0.024,0.005,0.034,0.005,-0.073,-0.098
1.83,0.034,-0.044,-0.078,0.005,0.054,-0.063,-0.02,0.005,0.024,0.0,-0.083,-0.102
1.832,0.005,-0.034,-0.039,0.015,0.02,-0.039,-0.02,-0.005,0.02,-0.005,-0.068,-0.102
1.834,-0.01,-0.02,-0.01,0.015,0.0,-0.015,0.0,0.01,0.029,0.015,-0.059,-0.088
1.836,-0.039,-0.029,0.01,0.034,-0.024,-0.01,0.0,0.015,0.039,0.02,-0.034,-0.073
1.838,-0.039,-0.029,0.01,0.034,-0.024,-0.01,-0.01,0.0,0.029,0.005,-0.059,-0.093
1.84,-0.044,-0.039,0.005,0.044,-0.024,-0.02,-0.015,-0.01,0.01,-0.01,-0.068,-0.102
1.842,-0.029,-0.015,0.015,0.024,-0.024,0.0,-0.005,-0.005,0.01,-0.015,-0.039,-0.098
1.844,-0.039,-0.034,0.005,0.039,-0.024,-0.015,0.005,0.0,0.01,-0.01,-0.068,-0.107
1.846,-0.015,-0.039,-0.024,0.029,0.005,-0.034,0.02,0.01,0.015,-0.01,-0.083,-0.107
1.848,0.005,-0.034,-0.039,0.015,0.02,-0.039,0.015,0.015,0.015,-0.005,-0.083,-0.102
1.85,-0.01,-0.054,-0.044,0.034,0.015,-0.049,0.015,0.01,0.005,-0.01,-0.093,-0.102
1.852,-0.044,-0.078,-0.034,0.063,-0.005,-0.059,-0.005,0.0,0.005,-0.01,-0.073,-0.098
1.854,-0.024,-0.044,-0.02,0.034,-0.005,-0.034,-0.01,-0.005,0.005,-0.01,-0.073,-0.098
1.856,-0.024,-0.034,-0.01,0.029,-0.01,-0.024,-0.015,-0.01,0.0,-0.02,-0.063,-0.098
1.858,-0.049,-0.054,-0.005,0.054,-0.024,-0.029,-0.01,-0.015,-0.005,-0.02,-0.083,-0.117
1.86,-0.049,-0.034,0.015,0.044,-0.034,-0.01,-0.015,-0.02,-0.005,-0.02,-0.078,-0.117
1.862,-0.039,0.01,0.049,0.015,-0.044,0.029,-0.015,-0.02,0.0,-0.02,-0.054,-0.112
1.864,-0.034,0.005,0.039,0.015,-0.039,0.02,0.005,-0.01,0.01,-0.005,-0.059,-0.107
1.866,-0.083,-0.044,0.039,0.063,-0.063,-0.005,-0.005,-0.02,0.0,-0.01,-0.093,-0.117
1.868,-0.073,-0.024,0.049,0.049,-0.063,0.01,0.01,-0.01,0.015,0.01,-0.083,-0.093
1.87,-0.049,0.005,0.054,0.024,-0.054,0.029,0.034,0.0,0.029,0.034,-0.059,-0.063
1.872,-0.054,0.039,0.093,0.01,-0.073,0.063,0.015,-0.005,0.029,0.054,-0.034,-0.034
1.874,-0.073,0.049,0.122,0.015,-0.098,0.083,0.005,-0.024,0.015,0.049,-0.015,-0.02
1.876,-0.073,0.083,0.156,-0.005,-0.117,0.117,0.01,-0.034,0.005,0.044,0.01,0.015
1.878,-0.083,0.098,0.181,-0.005,-0.132,0.137,0.005,-0.063,-0.024,0.034,0.005,0.024
1.88,-0.078,0.093,0.171,-0.005,-0.127,0.132,0.02,-0.049,-0.01,0.063,0.063,0.073
1.882,-0.068,0.078,0.146,-0.005,-0.107,0.112,0.034,-0.034,0.0,0.088,0.122,0.117
1.884,-0.059,0.015,0.073,0.024,-0.068,0.044,0.059,-0.005,0.015,0.112,0.151,0.161
1.886,-0.059,-0.063,-0.005,0.063,-0.029,-0.034,0.073,0.02,0.024,0.142,0.185,0.215
1.888,-0.024,-0.132,-0.107,0.078,0.039,-0.122,0.098,0.054,0.054,0.19,0.254,0.293
1.89,0.015,-0.19,-0.205,0.088,0.107,-0.2,0.132,0.098,0.088,0.249,0.356,0.405
1.892,0.024,-0.264,-0.288,0.122,0.156,-0.278,0.132,0.127,0.107,0.293,0.449,0.473
1.894,0.063,-0.327,-0.39,0.132,0.224,-0.361,0.137,0.166,0.151,0.366,0.561,0.566
1.896,0.127,-0.356,-0.483,0.117,0.303,-0.42,0.156,0.224,0.21,0.449,0.698,0.678
1.898,0.181,-0.41,-0.59,0.117,0.386,-0.503,0.171,0.273,0.254,0.512,0.805,0.766
1.9,0.205,-0.488,-0.693,0.142,0.449,-0.59,0.181,0.317,0.283,0.556,0.913,0.854
1.902,0.239,-0.551,-0.791,0.156,0.512,-0.673,0.181,0.346,0.288,0.556,0.996,0.888
1.904,0.322,-0.581,-0.903,0.132,0.61,-0.742,0.2,0.381,0.283,0.532,0.971,0.898
1.906,0.356,-0.644,-1.0,0.146,0.678,-0.825,0.19,0.39,0.244,0.444,0.883,0.854
1.908,0.371,-0.693,-1.064,0.161,0.717,-0.878,0.171,0.4,0.224,0.371,0.776,0.771
1.91,0.425,-0.727,-1.152,0.151,0.786,-0.942,0.146,0.425,0.249,0.361,0.693,0.683
1.912,0.503,-0.712,-1.215,0.107,0.859,-0.966,0.102,0.439,0.268,0.376,0.659,0.595
1.914,0.571,-0.717,-1.288,0.073,0.927,-1.005,0.059,0.454,0.293,0.395,0.62,0.512
1.916,0.625,-0.747,-1.371,0.063,0.996,-1.059,0.024,0.473,0.346,0.434,0.605,0.41
1.918,0.639,-0.869,-1.508,0.117,1.074,-1.191,0.029,0.542,0.415,0.429,0.478,0.21
1.92,0.683,-1.005,-1.688,0.161,1.186,-1.347,0.039,0.61,0.459,0.4,0.346,0.0
1.922,0.722,-1.127,-1.85,0.205,1.283,-1.488,0.063,0.673,0.488,0.332,0.21,-0.224
1.924,0.717,-1.269,-1.986,0.278,1.352,-1.63,0.117,0.727,0.488,0.195,-0.044,-0.503
1.926,0.698,-1.425,-2.123,0.366,1.41,-1.776,0.171,0.776,0.483,0.073,-0.293,-0.771
1.928,0.654,-1.576,-2.23,0.464,1.44,-1.903,0.229,0.82,0.468,-0.063,-0.532,-1.025
1.93,0.644,-1.688,-2.333,0.522,1.488,-2.011,0.283,0.844,0.429,-0.2,-0.756,-1.249
1.932,0.556,-1.81,-2.367,0.63,1.459,-2.089,0.273,0.781,0.288,-0.434,-1.005,-1.493
1.934,0.483,-1.889,-2.372,0.703,1.425,-2.133,0.239,0.698,0.127,-0.63,-1.196,-1.659
1.936,0.488,-1.859,-2.347,0.688,1.415,-2.103,0.22,0.654,0.054,-0.742,-1.293,-1.742
1.938,0.473,-1.845,-2.318,0.688,1.396,-2.084,0.234,0.644,0.015,-0.825,-1.41,-1.83
1.94,0.42,-1.82,-2.24,0.703,1.327,-2.03,0.264,0.669,0.015,-0.864,-1.454,-1.864
1.942,0.39,-1.752,-2.142,0.683,1.264,-1.947,0.327,0.742,0.049,-0.878,-1.459,-1.879
1.944,0.366,-1.723,-2.089,0.678,1.225,-1.908,0.395,0.786,0.034,-0.937,-1.513,-1.898
1.946,0.337,-1.708,-2.045,0.688,1.191,-1.879,0.444,0.781,-0.039,-1.015,-1.586,-1.898
1.948,0.298,-1.688,-1.986,0.698,1.142,-1.84,0.493,0.766,-0.098,-1.083,-1.63,-1.893
1.95,0.259,-1.654,-1.913,0.698,1.083,-1.786,0.517,0.698,-0.185,-1.142,-1.659,-1.869
1.952,0.224,-1.615,-1.84,0.698,1.03,-1.728,0.537,0.61,-0.298,-1.2,-1.659,-1.845
1.954,0.215,-1.537,-1.752,0.664,0.981,-1.645,0.522,0.473,-0.425,-1.249,-1.659,-1.801
1.956,0.176,-1.454,-1.63,0.639,0.903,-1.542,0.459,0.283,-0.566,-1.288,-1.61,-1.728
1.958,0.117,-1.396,-1.513,0.639,0.815,-1.454,0.376,0.093,-0.712,-1.327,-1.601,-1.684
1.96,0.078,-1.332,-1.41,0.63,0.742,-1.371,0.288,-0.039,-0.805,-1.332,-1.537,-1.606
1.962,0.078,-1.23,-1.308,0.576,0.693,-1.269,0.181,-0.156,-0.883,-1.318,-1.449,-1.523
1.964,0.078,-1.161,-1.24,0.542,0.659,-1.2,0.117,-0.234,-0.922,-1.288,-1.401,-1.444
