Time (s),I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
2.526,-0.337,-0.478,-0.142,0.41,-0.098,-0.312,0.717,0.449,-0.083,0.205,0.464,0.0
2.528,-0.317,-0.483,-0.166,0.4,-0.078,-0.327,0.664,0.4,-0.093,0.205,0.468,0.0
2.53,-0.303,-0.493,-0.19,0.4,-0.059,-0.342,0.62,0.366,-0.093,0.205,0.473,0.0
2.532,-0.268,-0.498,-0.229,0.386,-0.02,-0.366,0.61,0.366,-0.083,0.224,0.488,0.0
2.534,-0.273,-0.532,-0.259,0.405,-0.01,-0.395,0.6,0.366,-0.078,0.234,0.498,0.0
2.536,-0.307,-0.561,-0.254,0.434,-0.029,-0.41,0.566,0.351,-0.083,0.234,0.493,0.0
2.538,-0.307,-0.571,-0.264,0.439,-0.024,-0.42,0.522,0.332,-0.073,0.249,0.498,0.0
2.54,-0.273,-0.551,-0.278,0.415,0.0,-0.415,0.454,0.293,-0.073,0.259,0.508,0.0
2.542,-0.239,-0.537,-0.298,0.39,0.029,-0.42,0.41,0.283,-0.044,0.293,0.542,0.0
2.544,-0.259,-0.561,-0.303,0.41,0.02,-0.434,0.342,0.249,-0.044,0.298,0.542,0.0
2.546,-0.239,-0.532,-0.293,0.386,0.024,-0.415,0.288,0.229,-0.039,0.307,0.551,0.0
2.548,-0.22,-0.488,-0.268,0.356,0.024,-0.381,0.254,0.215,-0.029,0.327,0.566,0.0
2.55,-0.205,-0.508,-0.303,0.356,0.049,-0.405,0.234,0.22,-0.01,0.346,0.59,0.0
2.552,-0.117,-0.459,-0.342,0.288,0.112,-0.4,0.224,0.224,0.005,0.371,0.61,0.0
2.554,-0.107,-0.478,-0.371,0.293,0.132,-0.425,0.2,0.22,0.015,0.381,0.625,0.0
2.556,-0.137,-0.498,-0.361,0.317,0.112,-0.429,0.166,0.19,0.005,0.371,0.615,0.0
2.558,-0.142,-0.498,-0.356,0.322,0.107,-0.429,0.137,0.181,-0.005,0.366,0.61,0.0
2.56,-0.161,-0.517,-0.356,0.342,0.098,-0.439,0.127,0.181,0.01,0.386,0.62,0.0
2.562,-0.142,-0.532,-0.39,0.337,0.122,-0.464,0.117,0.171,0.01,0.381,0.625,0.0
2.564,-0.102,-0.503,-0.4,0.303,0.146,-0.454,0.102,0.156,0.0,0.381,0.615,0.0
2.566,-0.112,-0.493,-0.381,0.303,0.132,-0.439,0.083,0.156,0.0,0.381,0.61,0.0
2.568,-0.117,-0.468,-0.351,0.293,0.117,-0.41,0.078,0.146,-0.005,0.381,0.61,0.0
2.57,-0.127,-0.483,-0.356,0.307,0.112,-0.42,0.078,0.146,0.01,0.39,0.61,0.0
2.572,-0.112,-0.473,-0.361,0.293,0.122,-0.42,0.088,0.156,0.02,0.405,0.625,0.0
2.574,-0.122,-0.493,-0.371,0.307,0.122,-0.434,0.073,0.151,0.02,0.4,0.625,0.0
2.576,-0.117,-0.483,-0.366,0.303,0.122,-0.425,0.068,0.146,0.024,0.41,0.625,0.0
2.578,-0.093,-0.434,-0.342,0.264,0.122,-0.39,0.059,0.137,0.015,0.395,0.62,0.0
2.58,-0.102,-0.429,-0.327,0.268,0.112,-0.381,0.049,0.137,0.02,0.405,0.625,0.0
2.582,-0.117,-0.473,-0.356,0.298,0.117,-0.415,0.049,0.137,0.02,0.405,0.63,0.0
2.584,-0.107,-0.478,-0.371,0.293,0.132,-0.425,0.044,0.132,0.02,0.41,0.63,0.0
2.586,-0.088,-0.454,-0.366,0.273,0.137,-0.41,0.039,0.132,0.024,0.42,0.644,0.0
2.588,-0.068,-0.454,-0.386,0.264,0.156,-0.42,0.044,0.142,0.034,0.429,0.664,0.0
2.59,-0.063,-0.429,-0.366,0.249,0.151,-0.4,0.034,0.137,0.039,0.425,0.659,0.0
2.592,-0.073,-0.434,-0.361,0.254,0.142,-0.4,0.024,0.122,0.024,0.42,0.644,0.0
2.594,-0.068,-0.425,-0.356,0.249,0.142,-0.39,0.01,0.112,0.024,0.415,0.644,0.0
2.596,-0.068,-0.41,-0.342,0.239,0.137,-0.376,0.01,0.107,0.024,0.425,0.649,0.0
2.598,-0.059,-0.4,-0.342,0.229,0.142,-0.371,0.01,0.112,0.034,0.434,0.654,0.0
2.6,-0.049,-0.395,-0.346,0.224,0.146,-0.371,0.024,0.127,0.054,0.449,0.669,0.0
2.602,-0.049,-0.39,-0.342,0.22,0.146,-0.366,0.02,0.132,0.059,0.459,0.673,0.0
2.604,-0.034,-0.41,-0.376,0.224,0.171,-0.395,0.02,0.132,0.068,0.478,0.688,0.0
2.606,-0.015,-0.395,-0.381,0.205,0.181,-0.39,0.015,0.132,0.073,0.478,0.683,0.0
2.608,-0.02,-0.395,-0.376,0.21,0.176,-0.386,0.0,0.132,0.068,0.473,0.678,0.0
2.61,-0.029,-0.415,-0.386,0.224,0.176,-0.4,-0.005,0.117,0.068,0.468,0.678,0.0
2.612,-0.029,-0.405,-0.376,0.22,0.171,-0.39,-0.02,0.107,0.059,0.468,0.669,0.0
2.614,-0.005,-0.381,-0.376,0.195,0.185,-0.381,-0.024,0.107,0.068,0.478,0.678,0.0
2.616,0.005,-0.376,-0.381,0.185,0.19,-0.381,-0.02,0.112,0.083,0.498,0.698,0.0
2.618,-0.015,-0.405,-0.39,0.21,0.185,-0.4,-0.044,0.098,0.078,0.493,0.688,0.0
2.62,-0.044,-0.434,-0.39,0.239,0.171,-0.415,-0.068,0.098,0.078,0.503,0.683,0.0
2.622,-0.044,-0.415,-0.371,0.229,0.161,-0.395,-0.063,0.098,0.093,0.512,0.703,0.0
2.624,-0.034,-0.454,-0.42,0.244,0.19,-0.439,-0.049,0.112,0.112,0.542,0.722,0.0
2.626,-0.02,-0.439,-0.42,0.229,0.2,-0.429,-0.044,0.117,0.127,0.551,0.732,0.0
2.628,-0.01,-0.41,-0.4,0.21,0.195,-0.405,-0.054,0.107,0.127,0.556,0.737,0.0
2.63,-0.005,-0.415,-0.41,0.21,0.2,-0.415,-0.073,0.098,0.122,0.551,0.732,0.0
2.632,0.0,-0.425,-0.425,0.215,0.21,-0.425,-0.078,0.098,0.132,0.561,0.742,0.0
2.634,0.015,-0.4,-0.415,0.195,0.215,-0.41,-0.093,0.093,0.137,0.571,0.747,0.0
2.636,0.024,-0.386,-0.41,0.181,0.215,-0.4,-0.098,0.083,0.142,0.576,0.752,0.0
2.638,0.005,-0.376,-0.381,0.185,0.19,-0.381,-0.112,0.078,0.132,0.576,0.742,0.0
2.64,0.01,-0.361,-0.371,0.176,0.19,-0.366,-0.127,0.059,0.127,0.566,0.732,0.0
2.642,0.049,-0.356,-0.405,0.156,0.224,-0.381,-0.112,0.073,0.142,0.595,0.761,0.0
2.644,0.039,-0.351,-0.39,0.156,0.215,-0.371,-0.098,0.078,0.161,0.615,0.781,0.0
2.646,0.01,-0.381,-0.39,0.185,0.2,-0.386,-0.112,0.068,0.146,0.605,0.766,0.0
2.648,0.029,-0.356,-0.386,0.166,0.205,-0.371,-0.117,0.063,0.146,0.605,0.766,0.0
2.65,0.054,-0.337,-0.39,0.142,0.22,-0.366,-0.137,0.063,0.151,0.61,0.771,0.0
2.652,0.034,-0.376,-0.41,0.171,0.22,-0.395,-0.151,0.059,0.156,0.615,0.771,0.0
2.654,0.029,-0.366,-0.395,0.171,0.21,-0.381,-0.166,0.049,0.151,0.61,0.776,0.0
2.656,0.034,-0.342,-0.376,0.156,0.205,-0.361,-0.176,0.044,0.146,0.615,0.776,0.0
2.658,0.054,-0.327,-0.381,0.137,0.215,-0.356,-0.166,0.044,0.156,0.63,0.791,0.0
2.66,0.044,-0.337,-0.381,0.146,0.21,-0.361,-0.171,0.029,0.156,0.634,0.791,0.0
2.662,0.034,-0.342,-0.376,0.156,0.205,-0.361,-0.185,0.015,0.151,0.63,0.791,0.0
2.664,0.059,-0.293,-0.351,0.117,0.205,-0.322,-0.185,0.015,0.156,0.634,0.791,0.0
2.666,0.054,-0.278,-0.332,0.112,0.19,-0.307,-0.2,0.0,0.151,0.634,0.781,0.0
2.668,0.054,-0.307,-0.361,0.127,0.205,-0.337,-0.21,-0.005,0.146,0.63,0.776,0.0
2.67,0.039,-0.342,-0.381,0.151,0.21,-0.361,-0.21,-0.005,0.146,0.634,0.786,0.0
2.672,0.044,-0.332,-0.376,0.146,0.21,-0.356,-0.22,-0.005,0.151,0.639,0.786,0.0
2.674,0.088,-0.273,-0.361,0.093,0.224,-0.317,-0.22,0.0,0.166,0.654,0.8,0.0
2.676,0.088,-0.268,-0.356,0.093,0.22,-0.312,-0.224,0.0,0.171,0.669,0.805,0.0
2.678,0.073,-0.288,-0.361,0.107,0.215,-0.327,-0.244,-0.02,0.161,0.649,0.795,0.0
2.68,0.059,-0.298,-0.356,0.122,0.205,-0.327,-0.254,-0.029,0.156,0.649,0.791,0.0
2.682,0.049,-0.317,-0.366,0.137,0.205,-0.342,-0.259,-0.039,0.146,0.639,0.776,0.0
2.684,0.049,-0.307,-0.356,0.132,0.2,-0.332,-0.273,-0.054,0.132,0.62,0.766,0.0
2.686,0.063,-0.288,-0.351,0.112,0.205,-0.322,-0.273,-0.054,0.127,0.62,0.761,0.0
2.688,0.063,-0.312,-0.376,0.127,0.22,-0.346,-0.264,-0.039,0.137,0.63,0.766,0.0
2.69,0.054,-0.307,-0.361,0.127,0.205,-0.337,-0.268,-0.034,0.132,0.625,0.761,0.0
2.692,0.024,-0.312,-0.337,0.146,0.181,-0.327,-0.273,-0.044,0.127,0.62,0.747,0.0
2.694,0.034,-0.322,-0.356,0.146,0.195,-0.342,-0.278,-0.054,0.112,0.605,0.742,0.0
2.696,0.059,-0.307,-0.366,0.127,0.21,-0.337,-0.283,-0.059,0.102,0.595,0.732,0.0
2.698,0.063,-0.317,-0.381,0.127,0.22,-0.351,-0.273,-0.063,0.098,0.59,0.722,0.0
2.7,0.044,-0.327,-0.371,0.142,0.205,-0.351,-0.259,-0.068,0.088,0.586,0.722,0.0
2.702,0.024,-0.346,-0.371,0.161,0.195,-0.361,-0.249,-0.063,0.088,0.586,0.712,0.0
2.704,-0.01,-0.371,-0.361,0.19,0.176,-0.366,-0.254,-0.068,0.073,0.571,0.698,0.0
2.706,0.029,-0.332,-0.361,0.151,0.195,-0.346,-0.244,-0.068,0.068,0.571,0.693,0.0
2.708,0.024,-0.317,-0.342,0.146,0.181,-0.332,-0.244,-0.068,0.059,0.556,0.678,0.0
2.71,-0.015,-0.356,-0.342,0.185,0.161,-0.351,-0.254,-0.083,0.034,0.537,0.649,0.0
2.712,-0.024,-0.356,-0.332,0.19,0.151,-0.346,-0.249,-0.078,0.029,0.532,0.639,0.0
2.714,-0.015,-0.342,-0.327,0.181,0.156,-0.337,-0.234,-0.078,0.024,0.522,0.634,0.0
2.716,-0.005,-0.361,-0.356,0.185,0.176,-0.361,-0.224,-0.063,0.029,0.522,0.63,0.0
2.718,-0.01,-0.351,-0.342,0.181,0.166,-0.346,-0.239,-0.068,0.015,0.503,0.61,0.0
2.72,-0.054,-0.41,-0.356,0.234,0.151,-0.386,-0.244,-0.068,0.005,0.488,0.6,0.0
2.722,-0.029,-0.41,-0.381,0.22,0.176,-0.395,-0.22,-0.044,0.015,0.493,0.605,0.0
2.724,-0.01,-0.395,-0.386,0.205,0.185,-0.39,-0.21,-0.039,0.01,0.483,0.595,0.0
2.726,-0.034,-0.41,-0.376,0.224,0.171,-0.395,-0.19,-0.029,0.01,0.483,0.59,0.0
2.728,-0.039,-0.4,-0.361,0.22,0.161,-0.381,-0.181,-0.02,0.0,0.473,0.581,0.0
2.73,-0.039,-0.4,-0.361,0.22,0.161,-0.381,-0.176,-0.02,-0.01,0.464,0.566,0.0
2.732,-0.034,-0.39,-0.356,0.215,0.161,-0.376,-0.166,-0.01,-0.01,0.464,0.556,0.0
2.734,-0.039,-0.381,-0.342,0.21,0.151,-0.361,-0.161,-0.01,-0.02,0.444,0.542,0.0
2.736,-0.063,-0.405,-0.342,0.234,0.137,-0.376,-0.156,-0.005,-0.024,0.439,0.532,0.0
2.738,-0.044,-0.386,-0.342,0.215,0.146,-0.366,-0.142,0.015,-0.01,0.444,0.532,0.0
2.74,-0.029,-0.39,-0.361,0.21,0.166,-0.376,-0.117,0.039,-0.005,0.454,0.537,0.0
2.742,-0.034,-0.405,-0.371,0.22,0.166,-0.39,-0.107,0.049,0.0,0.454,0.532,0.0
2.744,-0.059,-0.415,-0.356,0.239,0.146,-0.386,-0.102,0.059,-0.005,0.444,0.522,0.0
2.746,-0.098,-0.473,-0.376,0.288,0.137,-0.425,-0.112,0.063,-0.005,0.434,0.508,0.0
2.748,-0.122,-0.508,-0.386,0.317,0.132,-0.449,-0.122,0.059,-0.02,0.42,0.488,0.0
2.75,-0.142,-0.508,-0.366,0.327,0.112,-0.439,-0.117,0.063,-0.029,0.405,0.468,0.0
2.752,-0.132,-0.498,-0.366,0.317,0.117,-0.434,-0.098,0.088,-0.02,0.41,0.473,0.0
2.754,-0.117,-0.478,-0.361,0.298,0.122,-0.42,-0.088,0.098,-0.024,0.4,0.454,0.0
2.756,-0.122,-0.444,-0.322,0.283,0.098,-0.386,-0.088,0.102,-0.024,0.395,0.444,0.0
2.758,-0.127,-0.434,-0.307,0.283,0.088,-0.371,-0.068,0.127,-0.02,0.4,0.449,0.0
2.76,-0.146,-0.459,-0.312,0.303,0.083,-0.386,-0.078,0.122,-0.029,0.381,0.429,0.0
2.762,-0.161,-0.503,-0.342,0.332,0.088,-0.425,-0.049,0.137,-0.015,0.39,0.439,0.0
2.764,-0.146,-0.493,-0.346,0.322,0.098,-0.42,-0.039,0.146,-0.015,0.39,0.444,0.0
2.766,-0.117,-0.459,-0.342,0.288,0.112,-0.4,-0.029,0.161,-0.005,0.395,0.444,0.0
2.768,-0.102,-0.473,-0.371,0.288,0.132,-0.425,-0.02,0.181,0.01,0.405,0.454,0.0
2.77,-0.102,-0.488,-0.386,0.298,0.142,-0.439,-0.015,0.181,0.0,0.395,0.444,0.0
2.772,-0.117,-0.493,-0.376,0.307,0.127,-0.434,-0.005,0.181,-0.01,0.395,0.434,0.0
2.774,-0.117,-0.478,-0.361,0.298,0.122,-0.42,0.01,0.2,0.005,0.395,0.439,0.0
2.776,-0.117,-0.459,-0.342,0.288,0.112,-0.4,0.005,0.195,-0.01,0.39,0.425,0.0
2.778,-0.142,-0.483,-0.342,0.312,0.098,-0.415,-0.005,0.176,-0.024,0.371,0.4,0.0
2.78,-0.166,-0.498,-0.332,0.332,0.083,-0.415,0.005,0.185,-0.024,0.376,0.395,0.0
2.782,-0.122,-0.478,-0.356,0.303,0.117,-0.42,0.029,0.205,-0.01,0.386,0.405,0.0
2.784,-0.078,-0.429,-0.351,0.254,0.137,-0.39,0.049,0.22,-0.005,0.386,0.415,0.0
2.786,-0.073,-0.415,-0.342,0.244,0.132,-0.381,0.044,0.205,-0.015,0.376,0.405,0.0
2.788,-0.098,-0.434,-0.337,0.268,0.117,-0.386,0.039,0.2,-0.029,0.361,0.386,0.0
2.79,-0.112,-0.454,-0.342,0.283,0.112,-0.4,0.044,0.21,-0.034,0.356,0.381,0.0
2.792,-0.112,-0.468,-0.356,0.293,0.122,-0.415,0.054,0.215,-0.029,0.361,0.381,0.0
2.794,-0.117,-0.488,-0.371,0.303,0.127,-0.429,0.073,0.244,-0.005,0.386,0.4,0.0
2.796,-0.102,-0.444,-0.342,0.273,0.117,-0.395,0.088,0.244,0.0,0.386,0.405,0.0
2.798,-0.078,-0.41,-0.332,0.244,0.127,-0.371,0.083,0.244,0.0,0.39,0.395,0.0
2.8,-0.088,-0.42,-0.332,0.254,0.122,-0.376,0.088,0.249,-0.005,0.395,0.395,0.0
2.802,-0.098,-0.425,-0.327,0.264,0.112,-0.376,0.078,0.249,-0.005,0.39,0.39,0.0
2.804,-0.098,-0.425,-0.327,0.264,0.112,-0.376,0.093,0.249,-0.005,0.39,0.386,0.0
2.806,-0.132,-0.464,-0.332,0.298,0.098,-0.4,0.098,0.249,-0.015,0.381,0.381,0.0
2.808,-0.146,-0.468,-0.322,0.307,0.088,-0.395,0.088,0.244,-0.029,0.366,0.366,0.0
2.81,-0.156,-0.503,-0.346,0.332,0.093,-0.425,0.088,0.239,-0.029,0.356,0.356,0.0
2.812,-0.156,-0.517,-0.361,0.337,0.102,-0.439,0.083,0.234,-0.039,0.356,0.346,0.0
2.814,-0.161,-0.517,-0.356,0.342,0.098,-0.439,0.083,0.234,-0.039,0.356,0.346,0.0
2.816,-0.195,-0.547,-0.351,0.371,0.078,-0.449,0.088,0.234,-0.044,0.356,0.342,0.0
2.818,-0.195,-0.537,-0.342,0.366,0.073,-0.439,0.098,0.239,-0.039,0.361,0.342,0.0
2.82,-0.156,-0.512,-0.356,0.337,0.098,-0.434,0.107,0.254,-0.024,0.366,0.356,0.0
2.822,-0.127,-0.498,-0.371,0.312,0.122,-0.434,0.117,0.268,-0.01,0.386,0.366,0.0
2.824,-0.137,-0.493,-0.356,0.317,0.107,-0.425,0.122,0.268,-0.015,0.386,0.361,0.0
2.826,-0.151,-0.512,-0.361,0.332,0.102,-0.439,0.107,0.259,-0.029,0.371,0.342,0.0
2.828,-0.171,-0.508,-0.337,0.342,0.083,-0.425,0.117,0.259,-0.024,0.376,0.342,0.0
2.83,-0.19,-0.527,-0.337,0.361,0.073,-0.434,0.127,0.264,-0.015,0.381,0.346,0.0
2.832,-0.176,-0.542,-0.366,0.361,0.093,-0.454,0.127,0.259,-0.024,0.376,0.337,0.0
2.834,-0.166,-0.522,-0.356,0.346,0.093,-0.439,0.107,0.259,-0.029,0.376,0.327,0.0
2.836,-0.19,-0.542,-0.351,0.366,0.078,-0.449,0.098,0.254,-0.029,0.376,0.327,0.0
2.838,-0.19,-0.551,-0.361,0.371,0.083,-0.459,0.088,0.259,-0.029,0.376,0.322,0.0
2.84,-0.181,-0.532,-0.351,0.356,0.083,-0.444,0.093,0.264,-0.02,0.376,0.327,0.0
2.842,-0.185,-0.522,-0.337,0.356,0.073,-0.429,0.093,0.264,-0.02,0.381,0.327,0.0
2.844,-0.151,-0.483,-0.332,0.317,0.088,-0.41,0.107,0.273,-0.005,0.39,0.337,0.0
2.846,-0.142,-0.454,-0.312,0.298,0.083,-0.386,0.098,0.268,-0.015,0.39,0.332,0.0
2.848,-0.171,-0.488,-0.317,0.332,0.073,-0.405,0.088,0.264,-0.02,0.386,0.317,0.0
2.85,-0.176,-0.488,-0.312,0.332,0.068,-0.4,0.088,0.259,-0.02,0.39,0.322,0.0
2.852,-0.137,-0.449,-0.312,0.293,0.088,-0.381,0.098,0.268,-0.005,0.4,0.327,0.0
2.854,-0.117,-0.429,-0.312,0.273,0.098,-0.371,0.112,0.278,0.005,0.42,0.342,0.0
2.856,-0.122,-0.425,-0.303,0.273,0.088,-0.366,0.112,0.283,0.01,0.425,0.342,0.0
2.858,-0.122,-0.425,-0.303,0.273,0.088,-0.366,0.093,0.268,-0.005,0.41,0.332,0.0
2.86,-0.151,-0.454,-0.303,0.303,0.073,-0.381,0.083,0.259,-0.01,0.41,0.317,0.0
2.862,-0.181,-0.488,-0.307,0.337,0.063,-0.4,0.073,0.254,-0.015,0.405,0.312,0.0
2.864,-0.166,-0.483,-0.317,0.327,0.073,-0.4,0.078,0.264,-0.005,0.41,0.322,0.0
2.866,-0.142,-0.473,-0.332,0.307,0.093,-0.405,0.083,0.268,0.0,0.415,0.317,0.0
2.868,-0.102,-0.42,-0.317,0.264,0.107,-0.371,0.093,0.268,0.0,0.42,0.317,0.0
2.87,-0.073,-0.381,-0.307,0.229,0.117,-0.346,0.107,0.278,0.015,0.439,0.332,0.0
2.872,-0.102,-0.386,-0.283,0.244,0.088,-0.337,0.107,0.278,0.015,0.434,0.332,0.0
2.874,-0.112,-0.405,-0.293,0.259,0.088,-0.351,0.102,0.278,0.015,0.434,0.337,0.0
2.876,-0.102,-0.41,-0.307,0.259,0.102,-0.361,0.098,0.268,0.01,0.434,0.327,0.0
2.878,-0.117,-0.434,-0.317,0.278,0.098,-0.376,0.098,0.268,0.01,0.434,0.327,0.0
2.88,-0.127,-0.478,-0.351,0.303,0.112,-0.415,0.107,0.278,0.015,0.444,0.337,0.0
2.882,-0.122,-0.459,-0.337,0.293,0.107,-0.4,0.102,0.278,0.015,0.439,0.327,0.0
2.884,-0.112,-0.454,-0.342,0.283,0.112,-0.4,0.107,0.288,0.024,0.449,0.337,0.0
2.886,-0.112,-0.473,-0.361,0.293,0.122,-0.42,0.093,0.283,0.015,0.439,0.322,0.0
2.888,-0.151,-0.483,-0.332,0.317,0.088,-0.41,0.088,0.278,0.01,0.439,0.312,0.0
2.89,-0.181,-0.517,-0.337,0.351,0.078,-0.429,0.078,0.268,0.0,0.429,0.303,0.0
2.892,-0.19,-0.517,-0.327,0.356,0.068,-0.425,0.059,0.249,-0.02,0.415,0.288,0.0
2.894,-0.161,-0.478,-0.317,0.322,0.078,-0.4,0.068,0.254,-0.005,0.429,0.293,0.0
2.896,-0.117,-0.42,-0.303,0.268,0.093,-0.361,0.093,0.268,0.015,0.449,0.312,0.0
2.898,-0.112,-0.429,-0.317,0.273,0.102,-0.376,0.112,0.278,0.024,0.464,0.317,0.0
2.9,-0.146,-0.483,-0.337,0.317,0.093,-0.41,0.112,0.273,0.015,0.459,0.317,0.0
2.902,-0.176,-0.498,-0.322,0.337,0.073,-0.41,0.098,0.268,0.01,0.444,0.303,0.0
2.904,-0.176,-0.478,-0.303,0.327,0.063,-0.39,0.102,0.273,0.01,0.444,0.298,0.0
2.906,-0.181,-0.473,-0.293,0.327,0.054,-0.386,0.112,0.278,0.02,0.454,0.303,0.0
2.908,-0.176,-0.468,-0.293,0.322,0.059,-0.381,0.117,0.278,0.02,0.454,0.307,0.0
2.91,-0.156,-0.459,-0.303,0.307,0.073,-0.381,0.122,0.278,0.015,0.454,0.307,0.0
2.912,-0.122,-0.429,-0.307,0.278,0.093,-0.371,0.132,0.283,0.024,0.468,0.312,0.0
2.914,-0.088,-0.371,-0.283,0.229,0.098,-0.327,0.132,0.288,0.029,0.478,0.317,0.0
2.916,-0.078,-0.366,-0.288,0.224,0.102,-0.327,0.132,0.288,0.029,0.478,0.307,0.0
2.918,-0.088,-0.376,-0.288,0.234,0.098,-0.332,0.122,0.288,0.029,0.478,0.303,0.0
2.92,-0.102,-0.371,-0.268,0.239,0.083,-0.322,0.107,0.278,0.02,0.478,0.298,0.0
2.922,-0.127,-0.39,-0.264,0.259,0.068,-0.327,0.102,0.268,0.02,0.468,0.288,0.0
2.924,-0.137,-0.395,-0.259,0.268,0.059,-0.327,0.102,0.264,0.02,0.468,0.288,0.0
2.926,-0.146,-0.42,-0.273,0.283,0.063,-0.346,0.102,0.268,0.02,0.473,0.288,0.0
2.928,-0.151,-0.444,-0.293,0.298,0.068,-0.371,0.098,0.268,0.02,0.478,0.288,0.0
2.93,-0.127,-0.42,-0.293,0.273,0.083,-0.356,0.088,0.259,0.015,0.468,0.278,0.0
2.932,-0.156,-0.439,-0.283,0.298,0.063,-0.361,0.068,0.244,0.0,0.459,0.264,0.0
2.934,-0.195,-0.468,-0.273,0.332,0.039,-0.371,0.054,0.229,-0.01,0.454,0.249,0.0
2.936,-0.205,-0.464,-0.259,0.337,0.024,-0.361,0.044,0.224,-0.015,0.444,0.239,0.0
2.938,-0.176,-0.434,-0.259,0.307,0.039,-0.346,0.054,0.229,-0.01,0.454,0.244,0.0
2.94,-0.132,-0.39,-0.259,0.264,0.063,-0.327,0.059,0.239,0.005,0.468,0.254,0.0
2.942,-0.127,-0.395,-0.268,0.264,0.068,-0.332,0.054,0.239,0.01,0.473,0.249,0.0
2.944,-0.142,-0.415,-0.273,0.278,0.063,-0.346,0.049,0.234,0.0,0.468,0.244,0.0
2.946,-0.171,-0.425,-0.254,0.298,0.039,-0.342,0.029,0.22,-0.015,0.459,0.229,0.0
2.948,-0.156,-0.415,-0.259,0.288,0.049,-0.337,0.039,0.234,0.0,0.468,0.239,0.0
2.95,-0.122,-0.386,-0.264,0.254,0.068,-0.327,0.049,0.244,0.005,0.473,0.244,0.0
2.952,-0.102,-0.366,-0.264,0.234,0.078,-0.317,0.044,0.244,0.005,0.473,0.239,0.0
2.954,-0.112,-0.386,-0.273,0.249,0.078,-0.332,0.034,0.244,0.005,0.473,0.234,0.0
2.956,-0.137,-0.425,-0.288,0.283,0.073,-0.356,0.024,0.239,-0.005,0.459,0.215,0.0
2.958,-0.142,-0.425,-0.283,0.283,0.068,-0.356,0.015,0.234,-0.015,0.444,0.2,0.0
2.96,-0.132,-0.425,-0.293,0.278,0.078,-0.361,0.015,0.244,-0.005,0.449,0.195,0.0
2.962,-0.146,-0.444,-0.298,0.298,0.073,-0.371,0.01,0.254,0.005,0.449,0.185,0.0
2.964,-0.151,-0.444,-0.293,0.298,0.068,-0.371,0.015,0.278,0.024,0.454,0.185,0.0
2.966,-0.127,-0.405,-0.278,0.268,0.073,-0.342,0.029,0.317,0.059,0.483,0.205,0.0
2.968,-0.112,-0.4,-0.288,0.259,0.088,-0.346,0.039,0.337,0.102,0.522,0.239,0.0
2.97,-0.083,-0.405,-0.322,0.244,0.117,-0.366,0.034,0.351,0.146,0.566,0.268,0.0
2.972,-0.039,-0.395,-0.356,0.22,0.156,-0.376,0.015,0.361,0.2,0.62,0.303,0.0
2.974,-0.02,-0.405,-0.386,0.215,0.181,-0.395,-0.02,0.376,0.283,0.708,0.366,0.0
2.976,-0.01,-0.4,-0.39,0.205,0.19,-0.395,-0.049,0.395,0.376,0.815,0.444,0.0
2.978,0.029,-0.337,-0.366,0.156,0.195,-0.351,-0.063,0.425,0.478,0.937,0.532,0.0
2.98,0.054,-0.293,-0.346,0.122,0.2,-0.322,-0.078,0.444,0.576,1.044,0.625,0.0
2.982,0.083,-0.244,-0.327,0.083,0.205,-0.288,-0.102,0.459,0.673,1.157,0.703,0.0
2.984,0.102,-0.224,-0.327,0.063,0.215,-0.278,-0.122,0.488,0.781,1.269,0.795,0.0
2.986,0.151,-0.2,-0.351,0.024,0.249,-0.278,-0.137,0.537,0.893,1.386,0.888,0.0
2.988,0.19,-0.176,-0.366,-0.005,0.278,-0.273,-0.161,0.595,1.015,1.508,0.976,0.0
2.99,0.229,-0.122,-0.351,-0.054,0.288,-0.239,-0.19,0.625,1.122,1.625,1.064,0.0
2.992,0.293,-0.078,-0.371,-0.107,0.332,-0.224,-0.19,0.659,1.215,1.718,1.142,0.0
2.994,0.303,-0.083,-0.386,-0.107,0.342,-0.234,-0.166,0.669,1.215,1.713,1.137,0.0
2.996,0.278,-0.088,-0.366,-0.093,0.322,-0.229,-0.146,0.63,1.078,1.557,1.025,0.0
2.998,0.19,-0.117,-0.307,-0.034,0.249,-0.215,-0.107,0.542,0.82,1.293,0.82,0.0
3.0,0.093,-0.122,-0.215,0.015,0.151,-0.171,-0.034,0.454,0.532,1.005,0.605,0.0
3.002,0.015,-0.107,-0.122,0.049,0.068,-0.117,0.039,0.371,0.273,0.756,0.425,0.0
3.004,-0.122,-0.142,-0.02,0.132,-0.054,-0.083,0.083,0.239,-0.039,0.468,0.229,0.0
3.006,-0.288,-0.264,0.024,0.278,-0.156,-0.122,0.127,0.059,-0.429,0.122,-0.024,0.0
3.008,-0.361,-0.337,0.024,0.351,-0.195,-0.156,0.151,-0.039,-0.669,-0.117,-0.215,0.0
3.01,-0.41,-0.42,-0.01,0.415,-0.2,-0.215,0.181,-0.063,-0.786,-0.259,-0.356,0.0
3.012,-0.439,-0.542,-0.102,0.493,-0.171,-0.322,0.2,-0.049,-0.825,-0.337,-0.454,0.0
3.014,-0.439,-0.576,-0.137,0.508,-0.151,-0.356,0.22,-0.024,-0.805,-0.327,-0.468,0.0
